industry,subscription_type,country,usage_frequency,login_activity,support_tickets,monthly_spend,payment_history,churn
Technology,Pro,Australia,1.0,55.0,2,370,On_time,0
Travel,Basic,Sri lanka,32.0,19.0,2,105,Late,0
Finance,Pro,USA,15.0,102.0,2,204,Failed,1
Technology,Basic,Germany,20.0,66.0,4,375,Late,0
Finance,Pro,USA,11.0,119.0,2,172,On_time,0
Technology,Pro,Germany,21.0,114.0,3,194,On_time,0
Technology,Basic,Sri lanka,25.0,7.0,3,337,Late,1
Education,Enterprise,Germany,9.0,3.0,3,45,On_time,1
Education,Enterprise,India,5.0,59.0,4,276,Failed,0
Technology,Enterprise,UK,13.0,48.0,0,144,On_time,0
Travel,Pro,UK,30.0,19.0,3,443,Failed,0
Travel,Enterprise,India,24.0,11.0,1,303,Failed,1
Retail,Pro,Sri lanka,4.0,105.0,1,474,Failed,1
Education,Pro,Sri lanka,22.0,90.0,2,216,Failed,0
Education,Enterprise,Germany,6.0,86.0,2,405,Late,0
Technology,Pro,India,18.0,27.0,2,451,Failed,1
Travel,Basic,Germany,19.0,73.0,3,144,On_time,0
Technology,Enterprise,India,12.0,3.0,0,354,On_time,1
Travel,Basic,UK,10.0,116.0,0,70,Late,0
Travel,Basic,Australia,10.0,17.0,1,366,Failed,1
Healthcare,Enterprise,Sri lanka,33.0,75.0,1,488,Failed,0
Technology,Basic,UK,16.0,103.0,3,247,Late,0
Education,Enterprise,USA,10.0,57.0,3,105,Failed,0
Technology,Pro,USA,29.0,16.0,0,450,Failed,0
Finance,Enterprise,UK,23.0,30.0,1,459,Late,0
Education,Enterprise,UK,24.0,113.0,4,115,Late,0
Finance,Pro,Australia,34.0,35.0,6,412,On_time,0
Technology,Basic,Sri lanka,1.0,69.0,0,417,Failed,1
Finance,Basic,UK,27.0,9.0,2,392,Late,0
Travel,Enterprise,Sri lanka,23.0,118.0,1,377,On_time,0
Healthcare,Enterprise,Germany,3.0,50.0,1,174,Late,0
Finance,Enterprise,Sri lanka,23.0,106.0,3,158,Late,0
Retail,Enterprise,India,39.0,19.0,2,152,Failed,0
Finance,Enterprise,Australia,14.0,82.0,4,408,Failed,0
Education,Basic,India,24.0,99.0,1,128,Failed,0
Retail,Enterprise,India,7.0,42.0,2,136,Late,0
Travel,Enterprise,India,12.0,54.0,2,440,On_time,0
Travel,Enterprise,India,32.0,79.0,2,164,On_time,0
Finance,Basic,Australia,10.0,97.0,3,170,Late,0
Travel,Pro,USA,1.0,97.0,2,364,On_time,0
Travel,Enterprise,Australia,1.0,26.0,2,291,Late,1
Finance,Pro,Australia,13.0,42.0,2,171,Failed,0
Technology,Enterprise,UK,13.0,75.0,1,268,Late,0
Retail,Basic,Australia,3.0,55.0,2,140,On_time,0
Technology,Enterprise,Germany,35.0,37.0,0,43,Late,0
Technology,Pro,India,38.0,26.0,1,294,On_time,0
Retail,Enterprise,India,28.0,7.0,3,24,On_time,1
Education,Pro,UK,,52.0,3,99,Failed,1
Retail,Enterprise,Australia,34.0,107.0,3,496,Late,0
Technology,Pro,Germany,25.0,47.0,1,319,Late,0
Retail,Basic,Sri lanka,38.0,20.0,1,66,On_time,0
Healthcare,Pro,Australia,8.0,51.0,0,314,Late,0
Retail,Pro,USA,14.0,69.0,1,375,Failed,0
Finance,Pro,Germany,33.0,81.0,3,293,Failed,0
Finance,Pro,Germany,9.0,110.0,4,292,Late,0
Retail,Basic,Sri lanka,3.0,61.0,0,152,Failed,0
Technology,Pro,Germany,32.0,89.0,1,362,On_time,0
Education,Pro,Sri lanka,12.0,34.0,1,209,Failed,0
Healthcare,Enterprise,Germany,5.0,63.0,2,49,On_time,0
Education,Enterprise,UK,26.0,81.0,3,267,Late,0
Healthcare,Enterprise,UK,18.0,13.0,5,148,On_time,0
Retail,Enterprise,USA,9.0,68.0,3,374,Failed,0
Retail,Enterprise,Sri lanka,33.0,58.0,5,305,Late,0
Retail,Basic,Sri lanka,32.0,36.0,3,358,Late,0
Travel,Basic,Australia,12.0,67.0,2,427,On_time,0
Travel,Pro,Germany,14.0,115.0,1,479,Failed,0
Finance,Enterprise,USA,11.0,39.0,3,156,Late,0
Finance,Enterprise,UK,,,0,296,Failed,1
Finance,Pro,India,33.0,103.0,0,423,Failed,0
Retail,Pro,Germany,22.0,77.0,1,177,On_time,0
Finance,Pro,Australia,33.0,44.0,2,56,Failed,1
Finance,Enterprise,Germany,29.0,75.0,1,206,Failed,0
Retail,Pro,Germany,38.0,115.0,2,32,Failed,1
Finance,Basic,UK,38.0,117.0,3,45,On_time,0
Finance,Enterprise,Australia,40.0,32.0,2,495,Failed,0
Retail,Pro,Sri lanka,22.0,60.0,1,41,On_time,0
Technology,Enterprise,USA,21.0,80.0,1,452,On_time,0
Retail,Basic,USA,21.0,49.0,1,425,On_time,0
Healthcare,Basic,India,18.0,21.0,5,428,Late,0
Finance,Enterprise,Germany,16.0,24.0,1,378,On_time,0
Finance,Basic,Germany,22.0,33.0,0,195,Failed,0
Healthcare,Basic,Australia,18.0,63.0,1,208,On_time,0
Retail,Pro,Sri lanka,36.0,83.0,4,273,Late,0
Technology,Pro,Germany,23.0,59.0,2,52,On_time,0
Travel,Enterprise,USA,3.0,28.0,0,466,Late,1
Finance,Pro,USA,37.0,86.0,2,244,Late,0
Retail,Pro,Sri lanka,21.0,65.0,0,374,Late,0
Healthcare,Enterprise,Australia,13.0,70.0,1,219,Late,0
Education,Enterprise,USA,3.0,5.0,1,358,Late,0
Education,Pro,USA,37.0,117.0,2,328,Late,0
Education,Pro,UK,6.0,7.0,4,134,Failed,0
Technology,Enterprise,India,13.0,32.0,0,437,Failed,0
Education,Enterprise,Germany,28.0,73.0,7,125,Late,0
Technology,Basic,USA,10.0,9.0,1,466,Failed,1
Finance,Basic,Australia,40.0,88.0,4,239,Late,0
Retail,Basic,Australia,1.0,105.0,2,376,Late,0
Healthcare,Pro,USA,16.0,34.0,2,201,Late,0
Retail,Pro,Sri lanka,35.0,47.0,2,59,On_time,0
Finance,Enterprise,USA,9.0,40.0,3,152,Late,0
Education,Pro,Australia,40.0,18.0,4,167,Late,0
Travel,Enterprise,Germany,21.0,90.0,3,233,On_time,0
Finance,Pro,India,3.0,83.0,1,385,Late,0
Technology,Pro,India,7.0,117.0,1,245,On_time,0
Retail,Basic,Sri lanka,26.0,60.0,2,489,Failed,0
Finance,Enterprise,UK,38.0,117.0,7,165,On_time,0
Finance,Enterprise,UK,7.0,87.0,3,172,Late,0
Technology,Pro,India,9.0,55.0,2,459,Late,0
Retail,Enterprise,UK,26.0,74.0,1,307,On_time,0
Finance,Basic,UK,24.0,107.0,3,478,Failed,0
Technology,Pro,Australia,39.0,66.0,3,160,Late,0
Healthcare,Pro,USA,14.0,96.0,4,493,Failed,0
Travel,Pro,Australia,32.0,30.0,6,49,On_time,0
Retail,Pro,USA,16.0,71.0,5,402,Failed,0
Healthcare,Enterprise,Australia,19.0,87.0,3,365,On_time,0
Healthcare,Enterprise,Germany,3.0,2.0,2,483,On_time,1
Education,Basic,India,37.0,102.0,1,388,Failed,1
Education,Pro,Germany,37.0,54.0,1,103,Late,0
Technology,Basic,Germany,36.0,77.0,2,50,Failed,1
Travel,Basic,Germany,37.0,37.0,5,291,On_time,0
Travel,Basic,Australia,34.0,84.0,2,139,On_time,0
Retail,Basic,India,35.0,75.0,2,418,Late,0
Technology,Basic,USA,38.0,50.0,1,171,Late,0
Retail,Pro,USA,1.0,106.0,0,421,Late,0
Travel,Enterprise,UK,26.0,29.0,1,180,On_time,0
Technology,Enterprise,USA,40.0,5.0,0,130,On_time,1
Retail,Enterprise,Australia,36.0,77.0,3,53,On_time,0
Retail,Basic,UK,12.0,19.0,3,452,Failed,0
Healthcare,Pro,UK,26.0,79.0,1,239,Late,0
Finance,Enterprise,Germany,4.0,19.0,1,153,Failed,0
Retail,Pro,UK,16.0,96.0,0,182,Late,0
Technology,Pro,Sri lanka,8.0,61.0,1,244,On_time,0
Travel,Pro,USA,39.0,88.0,5,369,Failed,0
Technology,Enterprise,USA,39.0,13.0,3,376,Failed,0
Finance,Pro,Australia,25.0,23.0,1,499,On_time,0
Healthcare,Pro,India,30.0,95.0,5,391,Late,0
Technology,Basic,Australia,3.0,83.0,0,405,Failed,1
Healthcare,Pro,UK,31.0,112.0,0,136,Late,0
Education,Basic,India,16.0,101.0,2,360,Failed,0
Retail,Enterprise,UK,36.0,64.0,3,470,Failed,0
Travel,Pro,India,27.0,66.0,3,315,Failed,0
Travel,Pro,Australia,19.0,83.0,1,366,Failed,0
Education,Basic,Germany,36.0,57.0,1,138,Late,0
Healthcare,Pro,UK,24.0,39.0,2,257,Late,0
Travel,Basic,Sri lanka,13.0,102.0,6,355,On_time,0
Finance,Pro,Australia,27.0,63.0,1,116,On_time,0
Retail,Basic,Sri lanka,32.0,9.0,4,95,On_time,1
Education,Enterprise,Sri lanka,4.0,57.0,4,139,On_time,1
Retail,Basic,Australia,15.0,113.0,1,73,Failed,0
Travel,Enterprise,USA,17.0,100.0,0,496,Failed,1
Travel,Enterprise,Sri lanka,22.0,75.0,2,417,On_time,0
Retail,Enterprise,Germany,18.0,38.0,2,385,Failed,1
Retail,Basic,Australia,3.0,63.0,1,362,Failed,1
Finance,Enterprise,Sri lanka,4.0,77.0,3,394,Late,0
Education,Basic,USA,10.0,77.0,1,405,On_time,0
Healthcare,Enterprise,UK,17.0,108.0,1,338,Failed,1
Healthcare,Pro,Sri lanka,5.0,25.0,1,112,Late,0
Healthcare,Enterprise,Australia,35.0,55.0,7,179,Failed,0
Retail,Enterprise,USA,23.0,75.0,5,51,On_time,0
Travel,Enterprise,Sri lanka,2.0,85.0,2,46,On_time,0
Technology,Basic,Australia,24.0,64.0,4,262,Late,0
Retail,Pro,India,9.0,21.0,3,237,Failed,1
Technology,Enterprise,Australia,40.0,80.0,6,415,On_time,0
Travel,Pro,Germany,6.0,71.0,1,40,Failed,0
Healthcare,Pro,Germany,8.0,64.0,2,261,On_time,0
Healthcare,Pro,USA,16.0,25.0,4,214,On_time,0
Travel,Enterprise,Australia,16.0,76.0,1,174,On_time,0
Education,Pro,Australia,39.0,107.0,3,273,Late,0
Travel,Enterprise,India,29.0,49.0,2,144,Late,0
Finance,Pro,USA,25.0,97.0,3,494,On_time,0
Travel,Enterprise,UK,25.0,68.0,2,97,Late,0
Travel,Pro,USA,22.0,85.0,1,200,Late,0
Healthcare,Basic,USA,4.0,74.0,1,451,Failed,1
Retail,Basic,Sri lanka,16.0,49.0,3,443,On_time,0
Travel,Pro,Germany,37.0,20.0,0,323,On_time,0
Finance,Basic,Germany,18.0,16.0,3,43,Late,0
Education,Pro,USA,23.0,87.0,1,72,Late,0
Retail,Enterprise,India,11.0,15.0,1,183,Failed,0
Education,Pro,India,28.0,23.0,3,209,On_time,0
Retail,Enterprise,Sri lanka,13.0,72.0,4,404,Late,0
Healthcare,Basic,Australia,36.0,55.0,7,62,Late,0
Finance,Basic,Germany,,114.0,0,328,On_time,0
Travel,Pro,UK,8.0,78.0,0,349,On_time,0
Education,Pro,USA,,71.0,3,482,Failed,0
Education,Enterprise,UK,2.0,118.0,3,378,On_time,1
Technology,Pro,Germany,28.0,17.0,4,341,Failed,0
Technology,Enterprise,Germany,18.0,28.0,3,423,Failed,1
Finance,Pro,USA,30.0,101.0,4,343,Late,0
Healthcare,Enterprise,Sri lanka,25.0,31.0,2,268,Failed,0
Finance,Pro,Sri lanka,26.0,61.0,2,200,On_time,0
Retail,Pro,USA,21.0,35.0,2,213,Failed,0
Retail,Pro,USA,32.0,15.0,0,487,Failed,0
Education,Pro,USA,10.0,88.0,2,309,On_time,0
Travel,Basic,Australia,40.0,11.0,2,301,Late,0
Education,Enterprise,Germany,9.0,9.0,1,78,On_time,0
Education,Enterprise,Australia,16.0,38.0,0,428,Failed,1
Education,Basic,USA,29.0,83.0,3,283,Failed,0
Finance,Pro,India,34.0,6.0,2,168,Late,0
Finance,Pro,India,12.0,113.0,0,210,Late,0
Healthcare,Pro,UK,6.0,53.0,4,23,Failed,0
Retail,Basic,Sri lanka,37.0,71.0,1,482,Failed,1
Retail,Enterprise,India,35.0,,0,246,On_time,0
Healthcare,Basic,USA,11.0,10.0,2,454,On_time,0
Education,Pro,Germany,5.0,112.0,0,31,Late,0
Travel,Enterprise,Germany,13.0,85.0,3,326,On_time,0
Travel,Basic,Australia,32.0,76.0,2,160,On_time,0
Technology,Enterprise,Germany,12.0,22.0,0,368,On_time,0
Retail,Enterprise,Sri lanka,13.0,99.0,3,174,On_time,0
Technology,Pro,UK,2.0,79.0,2,354,Late,0
Travel,Enterprise,Sri lanka,6.0,14.0,1,146,On_time,0
Technology,Pro,India,4.0,58.0,1,388,Failed,0
Travel,Pro,Sri lanka,40.0,15.0,0,279,Late,0
Technology,Pro,Australia,26.0,52.0,3,463,On_time,0
Technology,Pro,Sri lanka,29.0,117.0,2,426,Failed,1
Finance,Basic,India,40.0,85.0,2,394,Failed,1
Travel,Pro,USA,38.0,45.0,2,84,Failed,1
Finance,Pro,Germany,30.0,82.0,1,205,On_time,0
Healthcare,Pro,India,15.0,19.0,3,303,On_time,0
Retail,Basic,UK,20.0,35.0,2,485,Failed,0
Retail,Enterprise,USA,15.0,109.0,0,499,Late,0
Retail,Basic,Germany,40.0,91.0,1,193,On_time,0
Technology,Pro,Sri lanka,6.0,117.0,1,25,On_time,0
Travel,Enterprise,Australia,33.0,85.0,2,50,On_time,0
Travel,Enterprise,Germany,37.0,11.0,1,150,On_time,0
Education,Enterprise,Germany,38.0,54.0,2,277,On_time,0
Travel,Basic,Germany,16.0,94.0,2,222,Late,0
Healthcare,Enterprise,USA,24.0,82.0,2,494,Late,0
Travel,Basic,Australia,23.0,35.0,4,415,Late,0
Education,Enterprise,USA,29.0,70.0,3,28,Late,0
Travel,Basic,Sri lanka,22.0,4.0,3,136,Failed,0
Healthcare,Pro,UK,34.0,15.0,2,74,Late,0
Education,Basic,India,37.0,4.0,1,204,Failed,1
Retail,Basic,Germany,30.0,109.0,2,330,On_time,0
Retail,Enterprise,USA,28.0,93.0,3,170,Late,0
Retail,Basic,UK,20.0,84.0,2,290,Failed,0
Education,Enterprise,Germany,31.0,61.0,1,489,Late,0
Healthcare,Pro,Australia,16.0,42.0,3,388,Late,0
Healthcare,Enterprise,Germany,38.0,53.0,4,480,On_time,0
Technology,Enterprise,USA,26.0,35.0,1,226,On_time,0
Travel,Pro,USA,8.0,11.0,1,210,Late,0
Retail,Enterprise,Sri lanka,7.0,117.0,3,158,Failed,1
Healthcare,Pro,USA,6.0,85.0,0,243,Late,0
Education,Pro,India,,81.0,0,140,Failed,0
Technology,Pro,India,18.0,74.0,1,219,Late,0
Education,Enterprise,India,34.0,37.0,2,421,Failed,0
Finance,Enterprise,Australia,25.0,106.0,1,221,Late,0
Education,Enterprise,UK,3.0,53.0,4,477,Late,1
Travel,Enterprise,India,11.0,11.0,0,67,Failed,0
Healthcare,Enterprise,India,8.0,88.0,2,292,On_time,0
Healthcare,Pro,India,5.0,3.0,2,358,Failed,0
Education,Basic,Australia,21.0,80.0,2,383,Late,0
Retail,Pro,Germany,25.0,92.0,1,441,Failed,1
Education,Basic,UK,33.0,27.0,2,245,Failed,1
Education,Enterprise,UK,4.0,99.0,2,381,Late,0
Retail,Enterprise,Germany,25.0,33.0,4,344,Late,0
Technology,Enterprise,Germany,26.0,53.0,1,396,Late,0
Finance,Enterprise,USA,39.0,80.0,1,461,Failed,0
Finance,Enterprise,Germany,5.0,75.0,2,437,Failed,0
Healthcare,Pro,India,14.0,41.0,0,79,Failed,0
Healthcare,Basic,Sri lanka,11.0,11.0,0,235,Late,0
Technology,Enterprise,Germany,1.0,76.0,3,483,On_time,0
Retail,Pro,Australia,38.0,10.0,3,186,Failed,0
Travel,Pro,Sri lanka,10.0,71.0,3,353,On_time,0
Finance,Basic,USA,3.0,115.0,1,193,Late,0
Healthcare,Pro,Australia,35.0,26.0,2,91,Failed,1
Healthcare,Basic,Germany,19.0,90.0,3,331,Failed,1
Education,Basic,UK,24.0,110.0,2,343,On_time,0
Education,Pro,Australia,11.0,13.0,2,441,Late,0
Technology,Enterprise,Australia,3.0,113.0,2,172,On_time,1
Finance,Enterprise,USA,40.0,13.0,4,183,Failed,1
Education,Basic,Sri lanka,39.0,106.0,1,40,Late,0
Technology,Pro,Sri lanka,20.0,102.0,3,28,On_time,0
Technology,Pro,Germany,1.0,36.0,5,237,On_time,0
Education,Basic,Sri lanka,26.0,21.0,2,111,On_time,0
Healthcare,Pro,USA,12.0,11.0,1,239,Failed,1
Retail,Enterprise,Sri lanka,28.0,109.0,2,142,On_time,0
Education,Pro,USA,29.0,34.0,1,323,On_time,0
Travel,Pro,India,38.0,64.0,0,55,Late,0
Retail,Enterprise,India,15.0,70.0,1,74,Late,0
Retail,Basic,India,13.0,97.0,2,44,On_time,0
Retail,Pro,Australia,17.0,37.0,0,382,On_time,0
Technology,Pro,Australia,34.0,54.0,0,486,On_time,0
Education,Enterprise,Sri lanka,1.0,71.0,1,116,On_time,1
Healthcare,Enterprise,Germany,26.0,105.0,2,246,Late,0
Finance,Enterprise,Australia,20.0,24.0,4,116,Failed,0
Healthcare,Pro,Sri lanka,22.0,62.0,5,69,Failed,1
Healthcare,Basic,UK,10.0,103.0,1,358,On_time,0
Travel,Enterprise,Australia,5.0,94.0,2,316,Late,0
Travel,Pro,USA,13.0,29.0,1,151,On_time,0
Education,Enterprise,Germany,28.0,83.0,3,372,Late,0
Retail,Pro,USA,14.0,80.0,0,179,Late,0
Retail,Basic,Germany,27.0,35.0,4,258,Failed,0
Travel,Enterprise,UK,1.0,28.0,4,118,Late,1
Healthcare,Pro,Australia,26.0,69.0,5,286,Late,0
Finance,Basic,Sri lanka,,62.0,0,260,Failed,1
Healthcare,Enterprise,Australia,16.0,73.0,3,58,Late,0
Education,Pro,Germany,13.0,119.0,2,488,Late,0
Technology,Enterprise,India,10.0,41.0,1,175,Late,0
Healthcare,Enterprise,UK,2.0,51.0,3,253,On_time,0
Finance,Enterprise,USA,15.0,100.0,0,444,Late,0
Travel,Basic,India,12.0,119.0,1,383,On_time,0
Healthcare,Pro,Germany,20.0,23.0,3,212,Late,0
Education,Pro,India,12.0,19.0,1,255,Failed,1
Technology,Basic,Sri lanka,17.0,13.0,3,356,On_time,0
Technology,Pro,Sri lanka,,68.0,0,324,Late,0
Healthcare,Pro,UK,38.0,68.0,3,248,Failed,0
Healthcare,Enterprise,Australia,12.0,89.0,4,273,On_time,0
Retail,Enterprise,Germany,38.0,80.0,3,21,Failed,0
Education,Pro,USA,25.0,25.0,1,343,Late,0
Healthcare,Enterprise,Germany,5.0,69.0,2,36,Late,0
Travel,Pro,UK,35.0,82.0,2,408,On_time,0
Technology,Basic,Sri lanka,36.0,16.0,6,185,Failed,1
Education,Enterprise,Australia,38.0,107.0,0,39,Failed,0
Travel,Pro,Germany,35.0,87.0,3,258,On_time,0
Education,Enterprise,Germany,8.0,54.0,3,79,Failed,0
Technology,Enterprise,Germany,34.0,34.0,3,275,Failed,0
Travel,Basic,UK,12.0,88.0,2,140,On_time,0
Travel,Basic,Sri lanka,33.0,106.0,3,254,On_time,0
Technology,Basic,Germany,22.0,43.0,3,246,Late,0
Finance,Basic,UK,37.0,61.0,2,54,On_time,0
Education,Enterprise,India,3.0,98.0,1,187,On_time,1
Travel,Enterprise,Sri lanka,1.0,57.0,3,371,On_time,0
Travel,Enterprise,Germany,13.0,110.0,4,51,Late,0
Healthcare,Basic,USA,3.0,54.0,2,164,Failed,0
Healthcare,Basic,Germany,37.0,88.0,1,333,On_time,0
Travel,Pro,Australia,8.0,67.0,2,455,Failed,1
Healthcare,Basic,Australia,30.0,,3,230,Late,0
Travel,Enterprise,India,15.0,51.0,2,120,On_time,0
Healthcare,Basic,USA,1.0,19.0,4,361,On_time,1
Retail,Enterprise,Germany,23.0,108.0,4,127,On_time,0
Travel,Basic,Sri lanka,21.0,7.0,3,125,Failed,1
Healthcare,Enterprise,UK,19.0,36.0,1,224,Late,0
Healthcare,Basic,Sri lanka,28.0,49.0,4,195,Failed,0
Technology,Basic,USA,4.0,57.0,0,357,On_time,0
Education,Pro,UK,23.0,93.0,4,388,On_time,0
Finance,Pro,Sri lanka,32.0,105.0,1,356,Late,0
Finance,Basic,Germany,25.0,33.0,0,362,Late,0
Healthcare,Basic,USA,25.0,49.0,1,190,On_time,0
Education,Pro,Germany,29.0,16.0,3,245,On_time,0
Retail,Pro,Australia,33.0,15.0,3,257,Failed,1
Technology,Pro,India,4.0,72.0,4,253,Failed,1
Technology,Enterprise,Sri lanka,13.0,41.0,0,335,Late,0
Technology,Pro,Australia,32.0,45.0,3,56,Late,0
Healthcare,Basic,Germany,33.0,82.0,0,454,Failed,1
Education,Basic,Australia,32.0,106.0,2,167,On_time,0
Healthcare,Pro,Sri lanka,35.0,109.0,4,278,Failed,1
Healthcare,Enterprise,Germany,37.0,95.0,0,64,On_time,0
Healthcare,Pro,Australia,15.0,17.0,6,113,On_time,0
Education,Basic,Australia,38.0,5.0,1,390,Failed,1
Healthcare,Enterprise,Germany,21.0,59.0,0,402,Failed,1
Travel,Pro,Australia,,92.0,1,66,Failed,0
Retail,Basic,UK,35.0,87.0,3,42,On_time,0
Technology,Pro,USA,3.0,61.0,5,374,Failed,1
Technology,Basic,India,31.0,102.0,1,495,Failed,0
Healthcare,Basic,Sri lanka,5.0,30.0,3,154,Late,0
Finance,Pro,UK,23.0,75.0,0,27,Late,0
Finance,Enterprise,Germany,37.0,5.0,1,491,Failed,1
Travel,Basic,India,2.0,112.0,1,301,On_time,1
Technology,Enterprise,Australia,38.0,45.0,3,204,Failed,1
Finance,Basic,Sri lanka,32.0,62.0,2,443,On_time,0
Retail,Basic,India,31.0,37.0,2,141,Late,0
Education,Basic,Australia,19.0,43.0,3,38,On_time,0
Finance,Basic,Germany,20.0,93.0,3,456,Failed,0
Education,Pro,Sri lanka,35.0,100.0,2,69,Late,0
Finance,Basic,USA,29.0,5.0,4,405,On_time,0
Technology,Basic,UK,4.0,62.0,0,205,Failed,1
Retail,Enterprise,India,21.0,69.0,1,409,Failed,0
Healthcare,Enterprise,Sri lanka,16.0,87.0,3,294,On_time,0
Retail,Basic,India,12.0,109.0,1,39,Late,0
Travel,Basic,USA,31.0,9.0,1,186,Failed,1
Retail,Enterprise,India,37.0,29.0,0,256,Late,0
Retail,Pro,Australia,38.0,90.0,1,150,Failed,0
Finance,Basic,India,12.0,32.0,0,173,Failed,1
Education,Enterprise,Sri lanka,13.0,44.0,1,134,Late,0
Travel,Enterprise,India,19.0,35.0,2,207,Late,0
Finance,Pro,USA,31.0,3.0,2,118,Failed,0
Travel,Basic,Germany,21.0,1.0,2,465,On_time,1
Finance,Enterprise,USA,25.0,79.0,2,306,Late,0
Travel,Pro,Sri lanka,29.0,15.0,2,106,On_time,0
Healthcare,Pro,Germany,3.0,83.0,3,250,Late,1
Finance,Enterprise,UK,1.0,76.0,1,446,On_time,1
Finance,Enterprise,Germany,30.0,40.0,4,403,On_time,0
Healthcare,Pro,USA,23.0,62.0,1,436,Late,0
Finance,Pro,UK,13.0,63.0,3,370,On_time,0
Finance,Pro,India,5.0,114.0,1,40,Late,0
Technology,Basic,Sri lanka,3.0,48.0,3,449,Failed,1
Retail,Basic,India,9.0,49.0,6,264,On_time,1
Travel,Enterprise,Australia,40.0,95.0,2,433,Late,0
Technology,Enterprise,Germany,27.0,113.0,3,365,Failed,1
Technology,Pro,UK,21.0,9.0,0,340,On_time,0
Finance,Basic,Germany,6.0,1.0,2,192,Failed,1
Finance,Basic,India,40.0,95.0,3,308,Late,0
Education,Basic,Sri lanka,18.0,85.0,1,122,On_time,0
Retail,Basic,Australia,21.0,49.0,1,341,On_time,0
Finance,Enterprise,Germany,37.0,14.0,2,169,Failed,0
Retail,Pro,Sri lanka,17.0,80.0,2,150,Failed,0
Travel,Pro,Sri lanka,3.0,72.0,1,88,Late,0
Healthcare,Pro,Germany,28.0,15.0,3,73,Failed,1
Healthcare,Enterprise,India,4.0,85.0,1,105,On_time,0
Travel,Basic,Australia,1.0,89.0,4,266,On_time,1
Retail,Basic,Australia,25.0,117.0,1,419,On_time,0
Education,Enterprise,India,28.0,56.0,6,453,Late,0
Education,Basic,Australia,24.0,,3,129,Failed,0
Retail,Basic,Sri lanka,14.0,97.0,1,468,On_time,0
Technology,Enterprise,USA,11.0,6.0,2,202,Failed,0
Technology,Pro,UK,22.0,110.0,0,408,Late,0
Technology,Basic,Germany,35.0,25.0,2,357,On_time,0
Education,Enterprise,USA,2.0,116.0,1,320,On_time,1
Healthcare,Pro,India,8.0,58.0,2,116,Failed,0
Retail,Enterprise,Germany,1.0,12.0,2,106,On_time,1
Technology,Enterprise,USA,32.0,3.0,1,479,On_time,0
Education,Enterprise,Sri lanka,24.0,33.0,1,68,Late,0
Technology,Pro,India,30.0,72.0,3,236,On_time,0
Retail,Basic,Germany,28.0,21.0,2,198,On_time,0
Retail,Basic,UK,1.0,63.0,1,173,Late,1
Technology,Enterprise,USA,40.0,3.0,2,281,Late,0
Travel,Pro,Sri lanka,9.0,26.0,3,78,On_time,0
Education,Pro,UK,38.0,33.0,5,262,On_time,0
Technology,Basic,Sri lanka,29.0,99.0,0,232,Failed,0
Finance,Pro,Australia,34.0,59.0,2,178,Failed,0
Finance,Pro,UK,11.0,8.0,4,93,On_time,0
Travel,Basic,USA,8.0,106.0,2,61,On_time,0
Retail,Pro,USA,32.0,90.0,3,410,Failed,1
Travel,Basic,UK,,25.0,1,369,Failed,1
Education,Enterprise,India,29.0,41.0,0,455,Failed,0
Retail,Enterprise,India,23.0,81.0,2,57,Failed,1
Healthcare,Enterprise,USA,3.0,80.0,2,339,Failed,0
Finance,Enterprise,India,16.0,4.0,1,334,On_time,1
Healthcare,Enterprise,Germany,1.0,64.0,2,399,On_time,1
Retail,Enterprise,UK,7.0,14.0,2,122,Late,0
Healthcare,Basic,Germany,27.0,65.0,3,185,On_time,0
Retail,Pro,Australia,35.0,10.0,1,71,Late,0
Healthcare,Enterprise,India,22.0,111.0,1,87,On_time,0
Travel,Basic,India,5.0,83.0,2,344,Failed,1
Healthcare,Pro,UK,5.0,72.0,2,402,Failed,0
Healthcare,Pro,Germany,37.0,82.0,3,150,Late,0
Finance,Enterprise,Australia,12.0,23.0,2,460,Late,0
Education,Basic,Germany,29.0,70.0,2,158,Failed,0
Finance,Pro,India,25.0,58.0,3,118,Failed,0
Travel,Pro,Sri lanka,6.0,21.0,3,133,Late,0
Retail,Enterprise,Germany,2.0,100.0,3,193,On_time,0
Travel,Pro,Germany,13.0,45.0,0,491,On_time,0
Healthcare,Basic,Australia,27.0,65.0,4,492,On_time,0
Healthcare,Enterprise,India,25.0,114.0,2,46,Failed,0
Travel,Basic,India,,,3,171,On_time,0
Retail,Enterprise,UK,9.0,8.0,2,370,Late,0
Education,Pro,Australia,4.0,4.0,2,189,Failed,1
Education,Pro,UK,8.0,32.0,0,234,Failed,0
Technology,Enterprise,Sri lanka,5.0,114.0,1,253,On_time,0
Retail,Pro,India,38.0,59.0,2,325,On_time,0
Healthcare,Basic,USA,28.0,112.0,7,112,Late,0
Travel,Pro,USA,21.0,112.0,0,50,Failed,0
Travel,Pro,Germany,15.0,111.0,2,399,Failed,0
Technology,Enterprise,Sri lanka,5.0,48.0,3,110,Late,0
Technology,Pro,India,30.0,6.0,2,301,Late,1
Travel,Enterprise,UK,18.0,73.0,1,323,On_time,0
Travel,Enterprise,India,5.0,109.0,4,432,On_time,0
Finance,Basic,UK,14.0,51.0,2,425,On_time,0
Finance,Pro,UK,36.0,108.0,3,45,On_time,0
Travel,Enterprise,India,4.0,106.0,1,419,On_time,1
Technology,Pro,UK,5.0,61.0,0,383,Late,0
